C:\Users\4488\Desktop\data 1\IMG\center_2019_07_23_11_09_56_518.jpg, C:\Users\4488\Desktop\data 1\IMG\left_2019_07_23_11_09_56_518.jpg, C:\Users\4488\Desktop\data 1\IMG\right_2019_07_23_11_09_56_518.jpg, 0, 0, 0, 8.126506E-05
C:\Users\4488\Desktop\data 1\IMG\center_2019_07_23_11_09_56_645.jpg, C:\Users\4488\Desktop\data 1\IMG\left_2019_07_23_11_09_56_645.jpg, C:\Users\4488\Desktop\data 1\IMG\right_2019_07_23_11_09_56_645.jpg, 0, 0, 0, 7.835055E-05
C:\Users\4488\Desktop\data 1\IMG\center_2019_07_23_11_09_56_758.jpg, C:\Users\4488\Desktop\data 1\IMG\left_2019_07_23_11_09_56_758.jpg, C:\Users\4488\Desktop\data 1\IMG\right_2019_07_23_11_09_56_758.jpg, 0, 0, 0, 7.794057E-05
C:\Users\4488\Desktop\data 1\IMG\center_2019_07_23_11_09_56_878.jpg, C:\Users\4488\Desktop\data 1\IMG\left_2019_07_23_11_09_56_878.jpg, C:\Users\4488\Desktop\data 1\IMG\right_2019_07_23_11_09_56_878.jpg, 0, 0, 0, 7.889844E-05
C:\Users\4488\Desktop\data 1\IMG\center_2019_07_23_11_09_56_979.jpg, C:\Users\4488\Desktop\data 1\IMG\left_2019_07_23_11_09_56_979.jpg, C:\Users\4488\Desktop\data 1\IMG\right_2019_07_23_11_09_56_979.jpg, 0, 0, 0, 8.013591E-05
C:\Users\4488\Desktop\data 1\IMG\center_2019_07_23_11_09_57_099.jpg, C:\Users\4488\Desktop\data 1\IMG\left_2019_07_23_11_09_57_099.jpg, C:\Users\4488\Desktop\data 1\IMG\right_2019_07_23_11_09_57_099.jpg, 0, 0, 0, 7.783413E-05
C:\Users\4488\Desktop\data 1\IMG\center_2019_07_23_11_09_57_214.jpg, C:\Users\4488\Desktop\data 1\IMG\left_2019_07_23_11_09_57_214.jpg, C:\Users\4488\Desktop\data 1\IMG\right_2019_07_23_11_09_57_214.jpg, 0, 0, 0, 8.027884E-05
C:\Users\4488\Desktop\data 1\IMG\center_2019_07_23_11_09_57_329.jpg, C:\Users\4488\Desktop\data 1\IMG\left_2019_07_23_11_09_57_329.jpg, C:\Users\4488\Desktop\data 1\IMG\right_2019_07_23_11_09_57_329.jpg, 0, 0, 0, 7.825214E-05
C:\Users\4488\Desktop\data 1\IMG\center_2019_07_23_11_09_57_437.jpg, C:\Users\4488\Desktop\data 1\IMG\left_2019_07_23_11_09_57_437.jpg, C:\Users\4488\Desktop\data 1\IMG\right_2019_07_23_11_09_57_437.jpg, 0, 0, 0, 7.920968E-05
C:\Users\4488\Desktop\data 1\IMG\center_2019_07_23_11_09_57_560.jpg, C:\Users\4488\Desktop\data 1\IMG\left_2019_07_23_11_09_57_560.jpg, C:\Users\4488\Desktop\data 1\IMG\right_2019_07_23_11_09_57_560.jpg, 0, 0, 0, 7.858824E-05
C:\Users\4488\Desktop\data 1\IMG\center_2019_07_23_11_09_57_678.jpg, C:\Users\4488\Desktop\data 1\IMG\left_2019_07_23_11_09_57_678.jpg, C:\Users\4488\Desktop\data 1\IMG\right_2019_07_23_11_09_57_678.jpg, 0, 0, 0, 7.845752E-05
C:\Users\4488\Desktop\data 1\IMG\center_2019_07_23_11_09_57_809.jpg, C:\Users\4488\Desktop\data 1\IMG\left_2019_07_23_11_09_57_809.jpg, C:\Users\4488\Desktop\data 1\IMG\right_2019_07_23_11_09_57_809.jpg, 0, 0, 0, 8.02615E-05
C:\Users\4488\Desktop\data 1\IMG\center_2019_07_23_11_09_58_109.jpg, C:\Users\4488\Desktop\data 1\IMG\left_2019_07_23_11_09_58_109.jpg, C:\Users\4488\Desktop\data 1\IMG\right_2019_07_23_11_09_58_109.jpg, 0, 0.8875709, 0, 3.058355
C:\Users\4488\Desktop\data 1\IMG\center_2019_07_23_11_09_58_225.jpg, C:\Users\4488\Desktop\data 1\IMG\left_2019_07_23_11_09_58_225.jpg, C:\Users\4488\Desktop\data 1\IMG\right_2019_07_23_11_09_58_225.jpg, 0, 1, 0, 4.459067
C:\Users\4488\Desktop\data 1\IMG\center_2019_07_23_11_09_58_341.jpg, C:\Users\4488\Desktop\data 1\IMG\left_2019_07_23_11_09_58_341.jpg, C:\Users\4488\Desktop\data 1\IMG\right_2019_07_23_11_09_58_341.jpg, 0, 1, 0, 5.620266
C:\Users\4488\Desktop\data 1\IMG\center_2019_07_23_11_09_58_451.jpg, C:\Users\4488\Desktop\data 1\IMG\left_2019_07_23_11_09_58_451.jpg, C:\Users\4488\Desktop\data 1\IMG\right_2019_07_23_11_09_58_451.jpg, 0, 1, 0, 6.998987
C:\Users\4488\Desktop\data 1\IMG\center_2019_07_23_11_09_58_562.jpg, C:\Users\4488\Desktop\data 1\IMG\left_2019_07_23_11_09_58_562.jpg, C:\Users\4488\Desktop\data 1\IMG\right_2019_07_23_11_09_58_562.jpg, 0, 1, 0, 8.135663
C:\Users\4488\Desktop\data 1\IMG\center_2019_07_23_11_09_58_678.jpg, C:\Users\4488\Desktop\data 1\IMG\left_2019_07_23_11_09_58_678.jpg, C:\Users\4488\Desktop\data 1\IMG\right_2019_07_23_11_09_58_678.jpg, 0, 1, 0, 9.48509
